objid,map_type,map_name,hash_id,name,fieldarea,region,scale,equip,map_static,korok_id,korok_type,pos,drop.type,drop.value,drop
529472,MainField,Cave__Cave_GerudoDesert_0008_GroupSet_000 ,0x5f99718d171a361f,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3861.34, 114.51, 2668.51]",Table,['Default'],
529473,MainField,Cave__Cave_GerudoDesert_0008_GroupSet_000 ,0x3788eabfb407296e,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3859.57, 114.84, 2660.22]",Table,['Default'],
529474,MainField,Cave__Cave_GerudoDesert_0008_GroupSet_000 ,0x27fb38da8b37cc9d,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3848.65, 129.7, 2669.29]",Table,['Default'],
530372,MainField,Cave__Cave_GerudoDesert_0032_GroupSet_000 ,0xfb5ecddb16987acd,Enemy_Zombie_Junior,Cave21,,0,,0,,,"[-3695.46, 72.55, 3278.96]",Table,['Default'],
530373,MainField,Cave__Cave_GerudoDesert_0032_GroupSet_000 ,0x44cca42b3cd50009,Enemy_Zombie_Junior,Cave21,,0,,0,,,"[-3718.89, 70.74, 3278.59]",Table,['Default'],
530374,MainField,Cave__Cave_GerudoDesert_0032_GroupSet_000 ,0xf5ac53efbd1b2d1a,Enemy_Zombie_Junior,Cave21,,0,,0,,,"[-3700.52, 71.59, 3268.31]",Table,['Default'],
530375,MainField,Cave__Cave_GerudoDesert_0032_GroupSet_000 ,0x8de18f6d46511961,Enemy_Zombie_Junior,Cave21,,0,,0,,,"[-3715.03, 70.97, 3263.09]",Table,['Default'],
530744,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0x8e3be79f37d3a5ef,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3173.32, 66.31, 3100.42]",Table,['Default'],
530745,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0x7121ff0310e3f285,Enemy_Zombie_Junior,Cave72,,0,,0,,,"[-3195.83, 66.32, 3102.97]",Table,['Default'],
531006,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0xaaf1021696ac97ca,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3186.17, 66.32, 3079.26]",Table,['Default'],
531007,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0x69766ba7e040f735,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3197.48, 66.5, 3091.81]",Table,['Default'],
531008,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0x735f0dc70c3570d5,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3222.9, 66.31, 3091.92]",Table,['Default'],
531009,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0xcf4f8cacf27bca0b,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3222.26, 66.32, 3061.82]",Table,['Default'],
531048,MainField,Cave__Cave_GerudoDesert_0039_GruopSet_000 ,0xc656916d940cc989,Enemy_Zombie_Junior,Cave72,,0,,1,,,"[-3159.64, 58.12, 3096.79]",Table,['Default'],
532417,MainField,Cave__Cave_GerudoDesert_0044_GroupSet_000 ,0x0f6aad081ec1d7b8,Enemy_Zombie_Junior,Cave21,,0,,1,,,"[-2511.63, 59.87, 3624.98]",Table,['Default'],
532418,MainField,Cave__Cave_GerudoDesert_0044_GroupSet_000 ,0x7748617f92e19e39,Enemy_Zombie_Junior,Cave21,,0,,1,,,"[-2517.75, 61.92, 3640.51]",Table,['Default'],
532421,MainField,Cave__Cave_GerudoDesert_0044_GroupSet_000 ,0xc47bee93ce401644,Enemy_Zombie_Junior,Cave21,,0,,1,,,"[-2605.88, 60.49, 3645.83]",Table,['Default'],
532422,MainField,Cave__Cave_GerudoDesert_0044_GroupSet_000 ,0x36c65aa7df1c1393,Enemy_Zombie_Junior,Cave21,,0,,1,,,"[-2584.56, 60.11, 3663.24]",Table,['Default'],
534298,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0x1a16c0b37470183d,Enemy_Zombie_Junior,Cave0,,0,,0,,,"[-4400.75, 571.32, 566.01]",Table,['Default'],
534299,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0xcae84eacc7474a39,Enemy_Zombie_Junior,Cave0,,0,,0,,,"[-4420.49, 560.94, 589.56]",Table,['Default'],
534343,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0x0a326160eca82610,Enemy_Zombie_Junior,Cave0,,0,,1,,,"[-4422.86, 558.63, 611.94]",Table,['Default'],
534344,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0xe1defb1d54dc0941,Enemy_Zombie_Junior,Cave0,,0,,1,,,"[-4427.63, 558.63, 615.58]",Table,['Default'],
534345,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0xd553aa3194982c93,Enemy_Zombie_Junior,Cave0,,0,,1,,,"[-4427.67, 558.63, 610.58]",Table,['Default'],
534347,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0xf0aff2f87b392b5e,Enemy_Zombie_Junior,Cave0,,0,,1,,,"[-4446.09, 560.05, 620.4]",Table,['Default'],
534348,MainField,Cave__Cave_GerudoHighlands_0008_GroupSet_000 ,0x213783b448464eba,Enemy_Zombie_Junior,Cave0,,0,,1,,,"[-4442.41, 560.05, 625.14]",Table,['Default'],
550767,MainField,Castle__Set_HyruleCastle_IslandGround_A ,0xd4deff4648668d6a,Enemy_Zombie_Junior,Surface79,Lookout Landing,0,,1,,,"[-162.07, 331.24, -1143.98]",Table,['Default'],
550769,MainField,Castle__Set_HyruleCastle_IslandGround_A ,0x10ba944cc4ab5bbd,Enemy_Zombie_Junior,Surface79,Lookout Landing,0,,1,,,"[-171.36, 339.07, -1158.2]",Table,['Default'],
550797,MainField,Castle__Set_HyruleCastle_IslandGround_A ,0x26b9858bb5784395,Enemy_Zombie_Junior,Surface79,Lookout Landing,0,,1,,,"[-168.08, 339.98, -1161.21]",Table,['Default'],
551353,MainField,LargeDungeon__LargeDungeonThunder ,0x172b2e4a140ea169,Enemy_Zombie_Junior,Surface40,Gerudo Canyon,0,,0,,,"[-4538.52, 100.66, 3633.61]",Table,['Default'],
551367,MainField,LargeDungeon__LargeDungeonThunder ,0xd80339ae270fb0bb,Enemy_Zombie_Junior,Surface40,Gerudo Canyon,0,,0,,,"[-4514.47, 89.14, 3605.85]",Table,['Default'],
551374,MainField,LargeDungeon__LargeDungeonThunder ,0xfcad8b583a40bcb2,Enemy_Zombie_Junior,Surface40,Gerudo Canyon,0,,0,,,"[-4674.21, 100.67, 3600.26]",Table,['Default'],
551378,MainField,LargeDungeon__LargeDungeonThunder ,0x995c4d77749b1885,Enemy_Zombie_Junior,Surface40,Gerudo Canyon,0,,0,,,"[-4556.09, 100.67, 3588.29]",Table,['Default'],
551379,MainField,LargeDungeon__LargeDungeonThunder ,0xfb8738a3bbfac4b1,Enemy_Zombie_Junior,Surface40,Gerudo Canyon,0,,0,,,"[-4559.43, 100.67, 3587.04]",Table,['Default'],
551520,MainField,LargeDungeon__LargeDungeonThunder ,0xe11ec1baed265dfc,FldObj_Gerudo_ZombieNest_A_02,Surface21,Gerudo Canyon,0,,1,,,"[-4398.07, 132.47, 3464.1]",,,
551526,MainField,LargeDungeon__LargeDungeonThunder ,0x283766a74b8d62d3,FldObj_Gerudo_ZombieNest_A_02,Surface21,Gerudo Canyon,0,,1,,,"[-4371.03, 130.28, 3493.16]",,,
551552,MainField,LargeDungeon__LargeDungeonThunder ,0xbb96bc9e50fd0ca0,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Surface40,Gerudo Canyon,0,,1,,,"[-4518.72, 229.67, 3583.11]",,,
551553,MainField,LargeDungeon__LargeDungeonThunder ,0x585ea0191ec86610,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Surface40,Gerudo Canyon,0,,1,,,"[-4547.01, 229.67, 3611.39]",,,
551554,MainField,LargeDungeon__LargeDungeonThunder ,0xd912ff89d7baad80,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Surface40,Gerudo Canyon,0,,1,,,"[-4518.72, 229.67, 3639.68]",,,
551555,MainField,LargeDungeon__LargeDungeonThunder ,0x5e98e3e28e8056a9,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Surface40,Gerudo Canyon,0,,1,,,"[-4490.44, 229.67, 3611.39]",,,
551623,MainField,LargeDungeon__LargeDungeonThunder ,0x75f567dfe2ec0967,FldObj_Gerudo_ZombieNest_A_02,Surface40,Gerudo Canyon,0,,1,,,"[-4570.1, 150.67, 3565.67]",,,
551786,MainField,LargeDungeon__LargeDungeonThunder ,0x79f55696dc93c3ee,FldObj_Gerudo_ZombieNest_A_02,Surface40,Gerudo Canyon,0,,1,,,"[-4650.47, 92.72, 3634.86]",,,
296795,MinusField,A-8,0xee7a3f23dd6bae15,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4011.8, -362.85, 3781.18]",Table,['Minus'],
296797,MinusField,A-8,0x1c7535e0e05b6b04,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4098.58, -365.08, 3689.17]",Table,['Minus'],
296798,MinusField,A-8,0x95f190548d5d3845,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4142.8, -365.18, 3736.48]",Table,['Minus'],
296799,MinusField,A-8,0x2ae37faaf0b8bbe9,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4064.92, -365.18, 3736.5]",Table,['Minus'],
296800,MinusField,A-8,0xa02aa5409bb99afc,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4183.41, -366.63, 3740.12]",Table,['Minus'],
296805,MinusField,A-8,0x007abd5ef6762e6e,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4066.5, -364.98, 3663.6]",Table,['Minus'],
296807,MinusField,A-8,0x31246623f05a9cfc,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4068.42, -365.76, 3653.3]",Table,['Minus'],
296809,MinusField,A-8,0x9984e5af1fcc449f,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4079.41, -366.44, 3654.4]",Table,['Minus'],
296811,MinusField,A-8,0xf5d4afa612fe4b30,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4185.27, -366.09, 3763.48]",Table,['Minus'],
296812,MinusField,A-8,0xf28a40e5f174711c,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4080.69, -362.79, 3760.21]",Table,['Minus'],
296814,MinusField,A-8,0x36c5ee25276b2cda,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4097.75, -360.3, 3727.06]",Table,['Minus'],
296815,MinusField,A-8,0x49d24ec3bc097933,Enemy_Zombie_Junior,Depths21,,0,,1,,,"[-4109.68, -365.24, 3706.81]",Table,['Minus'],
312416,MinusField,B-5,0x28336c0ec4db5aa5,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths0,,0,,1,,,"[-3607.59, -929.74, 834.66]",,,
312417,MinusField,B-5,0x09fc1083b0015672,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths0,,0,,1,,,"[-3638.7, -929.7, 809.51]",,,
312418,MinusField,B-5,0xe9b7891f44537ec2,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths0,,0,,1,,,"[-3663.85, -929.65, 840.62]",,,
312419,MinusField,B-5,0x6df63eca1d787366,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths0,,0,,1,,,"[-3632.74, -929.68, 865.77]",,,
338156,MinusField,C-5,0x519d52a23d1698a8,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths63,,0,,1,,,"[-2692.58, -549.88, 73.69]",,,
338157,MinusField,C-5,0xb2c5226de1398979,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths63,,0,,1,,,"[-2723.69, -549.85, 48.54]",,,
338158,MinusField,C-5,0x6201679abf47799f,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths63,,0,,1,,,"[-2748.84, -549.8, 79.65]",,,
338159,MinusField,C-5,0xed992076e2326273,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths63,,0,,1,,,"[-2717.73, -549.83, 104.79]",,,
381235,MinusField,E-4,0x95728fa91ad07231,Enemy_Zombie_Junior,Depths79,,0,,0,,,"[-343.93, -1152.71, -884.27]",Table,['Minus'],
381236,MinusField,E-4,0xde2e06485f53364e,Enemy_Zombie_Junior,Depths79,,0,,0,,,"[-348.71, -1152.71, -871.96]",Table,['Minus'],
381237,MinusField,E-4,0xbd38e0a002c7e5f8,Enemy_Zombie_Junior,Depths79,,0,,0,,,"[-346.4, -1152.71, -892.67]",Table,['Minus'],
381238,MinusField,E-4,0x00721b9185035294,Enemy_Zombie_Junior,Depths79,,0,,0,,,"[-344.32, -1152.71, -865.99]",Table,['Minus'],
383251,MinusField,E-4,0xc58bfdfff85f3b9b,Enemy_Zombie_Junior,Depths79,,0,,1,,,"[-269.22, -2366.88, -726.27]",Table,['Enemy_Zombie_Junior_LastBattle'],
383252,MinusField,E-4,0x0190c5108131b78a,Enemy_Zombie_Junior,Depths79,,0,,1,,,"[-269.22, -2366.88, -741.27]",Table,['Enemy_Zombie_Junior_LastBattle'],
383253,MinusField,E-4,0xb23712e880a20d25,Enemy_Zombie_Junior,Depths79,,0,,1,,,"[-234.22, -2366.88, -741.27]",Table,['Enemy_Zombie_Junior_LastBattle'],
383254,MinusField,E-4,0x81d717608148faa1,Enemy_Zombie_Junior,Depths79,,0,,1,,,"[-234.22, -2366.88, -726.27]",Table,['Enemy_Zombie_Junior_LastBattle'],
383289,MinusField,E-4,0x4eef1287be84eb03,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths79,,0,,1,,,"[-229.22, -2369.88, -711.27]",,,
383290,MinusField,E-4,0x6da6620b65f8eff2,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths79,,0,,1,,,"[-229.22, -2369.88, -751.27]",,,
383291,MinusField,E-4,0x92ead8b7315ae720,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths79,,0,,1,,,"[-269.22, -2369.88, -751.27]",,,
383292,MinusField,E-4,0x15a4e0536760c1f8,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths79,,0,,1,,,"[-269.22, -2369.88, -711.27]",,,
433974,MinusField,G-5,0xc68d0506ed5eeacc,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths65,,0,,1,,,"[977.59, -367.31, 458.08]",,,
433975,MinusField,G-5,0x27560b89a676cfbc,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths65,,0,,1,,,"[946.48, -367.28, 432.93]",,,
433976,MinusField,G-5,0x8e09b019729cc613,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths65,,0,,1,,,"[921.33, -367.22, 464.04]",,,
433977,MinusField,G-5,0x0b8cc9f1278afc3f,FldObj_Gerudo_ZombieNest_A_02_ForDungeonBossGerudoBattle,Depths65,,0,,1,,,"[952.44, -367.26, 489.19]",,,
