ActorName,Name,Image,HP,Object Map Link,Default Affiliation,Spawn Time,Despawn Time,Spawns in Sunny Weather,Despawns in Sunny Weather,Spawns in Cloudy Weather,Despawns in Cloudy Weather,Spawns in Sunny Rain,Despawns in Sunny Rain,Spawns in Cloudy Rain,Despawns in Cloudy Rain,Spawns in Heavy Rain,Despawns in Heavy Rain,Spawns in Cloudy Thunderstorm,Despawns in Cloudy Thunderstorm,Spawns in Rainy Thunderstorm,Despawns in Rainy Thunderstorm,Spawns in Snow,Despawns in Snow,Spawns in Heavy Snow,Despawns in Heavy Snow,Spawns in Blizzard,Flame Guard Level,Flammable,Burns Out,Freezable,Ridable,Compendium #
Animal_Fish_J,Sizzlefin Trout,,1,Sizzlefin Trout,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,058
Animal_Fish_D,Voltfin Trout,,1,Voltfin Trout,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,059
Animal_Fish_X,Stealthfin Trout,,1,Stealthfin Trout,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,060
Animal_Fish_E,Mighty Carp,,1,Mighty Carp,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,061
Animal_Fish_H,Armored Carp,,1,Armored Carp,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,062
Animal_Fish_Z,Sanke Carp,,1,Sanke Carp,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,063
Animal_Fish_AA,Ancient Arowana,,1,Ancient Arowana,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,064
Animal_Fish_AC,Glowing Cave Fish,,1,Glowing Cave Fish,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,065
Animal_Fish_F,Mighty Porgy,,1,Mighty Porgy,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,066
Animal_Fish_G,Armored Porgy,,1,Armored Porgy,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,067
Animal_Fish_M,Sneaky River Snail,,1,Sneaky River Snail,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,068
Animal_Insect_K,Razorclaw Crab,,1,Razorclaw Crab,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,069
Animal_Insect_O,Ironshell Crab,,1,Ironshell Crab,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,070
Animal_Insect_Z,Bright-Eyed Crab,,1,Bright-Eyed Crab,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,071
Animal_Insect_F,Fairy,,1,Fairy,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,072
Animal_Insect_N,Winterwing Butterfly,,1,Winterwing Butterfly,Neutral,4am - 9pm,9pm,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,TRUE,FALSE,073
Animal_Insect_Q,Summerwing Butterfly,,1,Summerwing Butterfly,Neutral,4am - 9pm,9pm,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,0,TRUE,TRUE,TRUE,FALSE,074
Animal_Insect_R,Thunderwing Butterfly,,1,Thunderwing Butterfly,Neutral,4am - 9pm,-,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,TRUE,TRUE,FALSE,075
Animal_Insect_AB,Smotherwing Butterfly,,1,Smotherwing Butterfly,Neutral,4am - 9pm,9pm,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,1,TRUE,TRUE,TRUE,FALSE,076
Animal_Insect_C,Cold Darner,,1,Cold Darner,Neutral,4am - 9pm,9pm,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,TRUE,FALSE,077
Animal_Insect_T,Warm Darner,,1,Warm Darner,Neutral,4am - 9pm,9pm,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,TRUE,FALSE,078
Animal_Insect_I,Electric Darner,,1,Electric Darner,Neutral,4am - 9pm,-,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,0,TRUE,TRUE,TRUE,FALSE,079
Animal_Insect_H,Restless Cricket,,1,Restless Cricket,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,080
Animal_Insect_G,Bladed Rhino Beetle,,1,Bladed Rhino Beetle,Neutral,7pm - 7am,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,081
Animal_Insect_P,Rugged Rhino Beetle,,1,Rugged Rhino Beetle,Neutral,7pm - 7am,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,082
Animal_Insect_AA,Energetic Rhino Beetle,,1,Energetic Rhino Beetle,Neutral,7pm - 7am,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,083
Animal_Insect_E,Sunset Firefly,,1,Sunset Firefly,Neutral,9pm - 4am,-,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,0,TRUE,TRUE,TRUE,FALSE,084
Animal_Insect_AI,Deep Firefly,,1,Deep Firefly,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,085
Animal_Insect_A,Hot-Footed Frog,,1,Hot-Footed Frog,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,086
Animal_Insect_B,Tireless Frog,,1,Tireless Frog,Neutral,-,-,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,TRUE,TRUE,TRUE,FALSE,087
Animal_Insect_AG,Sticky Frog,,1,Sticky Frog,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,088
Animal_Insect_S,Hightail Lizard,,1,Hightail Lizard,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,089
Animal_Insect_M,Hearty Lizard,,1,Hearty Lizard,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,090
Animal_Insect_X,Fireproof Lizard,,1,Fireproof Lizard,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,1,TRUE,TRUE,TRUE,FALSE,091
Animal_Insect_AH,Sticky Lizard,,1,Sticky Lizard,Neutral,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,TRUE,TRUE,TRUE,FALSE,092
Enemy_Dragon_Fire,Dinraal,,-,Dinraal,Friendly,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,188
Enemy_Dragon_Ice,Naydra,,-,Naydra,Friendly,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,189
Enemy_Dragon_Electric,Farosh,,-,Farosh,Friendly,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,190
Enemy_Dragon_Light_001,Light Dragon,,-,Light Dragon,Friendly,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,202
Enemy_Dragon_Light_002,Light Dragon (Final Boss),,-,Light Dragon (Final Boss),Friendly,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,TRUE,202
Enemy_Bee_Swarm,Bee Swarm,,2,Bee Swarm,Predator,-,-,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,254
