ActorName,Name,Image,HP,Object Map Link,Points For Defeating,Max Can Defeat For Points,Max Points With Skills,Scales To,Scale Up When Points Total Is,Attack Power 1,Attack Power 2,Attack Power 3,Attack Power 4,Element,Flammable,Fire Damage Taken,Continuous Fire Damage Taken,Freezable,Ice Damage Taken,Shockable,Electric Damage Taken,Lightning Damage Taken,Riju Lightning Damage Taken,Water Damage Taken,Light Damage Taken,Contunuous Light Damage Taken,Defeated By Ancient Blade,Can Headshot,Can Melee Headshot,"Headshot
BoneName",Can Sneakstrike,Rock Type,Arrow Damage Multiplier,Headshot Multiplier,Beam Damage Multiplier,Bomb Damage Multiplier,Can Be Dazed,Daze Duration,Can Be Confused,Spawn Time,Despawn Time,Flame Guard Level,Drowns In Water,Has Gloom Variant in Depths,Awakens Master Sword +30,IsCharacter,HP (1st Boss),HP (2nd Boss),HP (3rd Boss),HP (4th Boss),HP (5th Boss),Attack Power Multiplier (1st Boss),Attack Power Multiplier (2nd Boss),Attack Power Multiplier (3rd Boss),Attack Power Multiplier (4th Boss),Attack Power Multiplier (5th Boss),HP (Kohga 1st Battle),HP (Kohga 2nd Battle),HP (Kohga 3rd Battle),Compendium #
Enemy_Lizalfos_Senior,Black Lizalfos,,288,Black Lizalfos,20,10,400,Silver Lizalfos,5400,40,20,-,-,-,TRUE,10,5,TRUE,10,TRUE,20,288,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,2,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,137
Enemy_Lizalfos_Dark,Silver Lizalfos,,864,Silver Lizalfos,40,10,800,-,-,56,28,-,-,-,TRUE,10,5,TRUE,10,TRUE,20,864,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,2,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,142
Enemy_Lizalfos_Fire,Fire-Breath Lizalfos,,160,Fire-Breath Lizalfos,20,10,400,-,-,24,12,-,-,Fire,FALSE,0,0,FALSE,160,TRUE,20,160,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,7am - 7pm (Gerudo),7pm (Gerudo),1,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,139
Enemy_Lizalfos_Ice,Ice-Breath Lizalfos,,160,Ice-Breath Lizalfos,20,10,400,-,-,24,12,-,-,Ice,FALSE,160,0,FALSE,0,TRUE,20,160,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,7pm - 7am (Gerudo),7am (Gerudo),2,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,140
Enemy_Lizalfos_Electric,Electric Lizalfos,,288,Electric Lizalfos,20,10,400,-,-,40,20,-,-,Electric,TRUE,10,5,TRUE,10,TRUE,20,288,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,2,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,141
Enemy_Lizalfos_Bone_Junior,Stalizalfos,,2,Stalizalfos,0,-,-,-,-,8,4,-,-,-,TRUE,2,0,TRUE,2,TRUE,2,2,2,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,9pm - 5am,5am,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,138
Enemy_Lizalfos_Bone_Junior_Head,Stalizalfos Head,,1,-,0,-,-,-,-,-,-,-,-,-,TRUE,1,0,TRUE,1,TRUE,1,1,1,0,0,0,TRUE,FALSE,FALSE,-,TRUE,FALSE,1,2,1,1,TRUE,00:01,TRUE,9pm - 5am,5am,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,138
Enemy_Horablin_Junior,Horriblin,,35,Horriblin,0,-,-,Blue Horriblin,900,5,2,1,-,-,TRUE,10,5,TRUE,10,TRUE,20,35,35,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,143
Enemy_Horablin_Guard_Junior,Horriblin (Lookout),,35,Horriblin (Lookout),0,-,-,Blue Horriblin,900,5,4,2,-,-,TRUE,10,5,TRUE,10,TRUE,20,35,35,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,10,1,1,TRUE,00:04,TRUE,-,-,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,143
Enemy_Horablin_Middle,Blue Horriblin,,106,Blue Horriblin,0,-,-,Black Horriblin,2600,12,6,1,-,-,TRUE,10,5,TRUE,10,TRUE,20,106,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,144
Enemy_Horablin_Guard_Middle,Blue Horriblin (Lookout),,106,Blue Horriblin (Lookout),0,-,-,-,-,12,6,1,-,-,TRUE,10,5,TRUE,10,TRUE,20,106,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,10,1,1,TRUE,00:04,TRUE,-,-,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,144
Enemy_Horablin_Senior,Black Horriblin,,280,Black Horriblin,18,10,360,Silver Horriblin,4700,18,9,1,-,-,TRUE,10,5,TRUE,10,TRUE,20,280,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,145
Enemy_Horablin_Dark,Silver Horriblin,,840,Silver Horriblin,35,10,700,-,-,24,12,1,-,-,TRUE,10,5,TRUE,10,TRUE,20,840,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,146
Enemy_Lynel_Junior,Lynel,,"2,000",Lynel,50,10,"1,000",Blue-Maned Lynel,3800,45,15,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,147
Enemy_Lynel_Boss,Lynel (Armored),,"2,500",Lynel (Armored),0,-,-,Blue-Maned Lynel (Armored),3900,45,15,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,TRUE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,147
Enemy_Lynel_Middle,Blue-Maned Lynel,,"3,000",Blue-Maned Lynel,60,10,"1,200",White-Maned Lynel,5500,60,20,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,148
Enemy_Lynel_Boss_Middle,Blue-Maned Lynel (Armored),,"3,500",Blue-Maned Lynel (Armored),0,-,-,White-Maned Lynel (Armored),5600,60,20,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,TRUE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,148
Enemy_Lynel_Senior,White-Maned Lynel,,"4,000",White-Maned Lynel,80,10,"1,600",Silver Lynel,8100,91,26,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,149
Enemy_Lynel_Boss_Senior,White-Maned Lynel (Armored),,"4,500",White-Maned Lynel (Armored),0,-,-,Silver Lynel (Armored),8400,91,26,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,TRUE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,149
Enemy_Lynel_Dark,Silver Lynel,,"5,000",Silver Lynel,120,10,"2,400",-,-,105,30,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,150
Enemy_Lynel_Boss_Dark,Silver Lynel (Armored),,"5,500",Silver Lynel (Armored),0,-,-,-,-,105,30,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,TRUE,TRUE,FALSE,Head,FALSE,TRUE,1,2,1,1,TRUE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,150
Enemy_Zonau_Robot_Junior,Soldier Construct I,,15,Soldier Construct I,0,-,-,Soldier Construct II,500,4,2,-,-,-,TRUE,3,1,TRUE,10,TRUE,15,15,15,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,151
Enemy_Zonau_Robot_Junior_Lookout,Soldier Construct I (Lookout),,15,Soldier Construct I (Lookout),0,-,-,Soldier Construct II,500,4,2,-,-,-,TRUE,3,1,TRUE,10,TRUE,15,15,15,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,10,1,1,TRUE,00:04,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,151
Enemy_Zonau_Robot_Middle,Soldier Construct II,,72,Soldier Construct II,0,-,-,Soldier Construct III,1700,24,12,-,-,-,TRUE,3,1,TRUE,10,TRUE,20,72,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,152
Enemy_Zonau_Robot_Middle_Lookout,Soldier Construct II (Lookout),,72,Soldier Construct II (Lookout),0,-,-,-,-,24,12,-,-,-,TRUE,3,1,TRUE,10,TRUE,20,72,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,10,1,1,TRUE,00:04,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,152
Enemy_Zonau_Robot_Senior,Soldier Construct III,,160,Soldier Construct III,15,10,300,Soldier Construct IV,3400,36,18,-,-,-,TRUE,3,1,TRUE,10,TRUE,20,160,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,153
Enemy_Zonau_Robot_Dark,Soldier Construct IV,,720,Soldier Construct IV,25,10,500,-,-,48,24,-,-,-,TRUE,3,1,TRUE,10,TRUE,20,720,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,154
Enemy_Zonau_Golem_Junior,Captain Construct I,,80,Captain Construct I,0,-,-,Captain Construct II,900,8,4,-,-,-,TRUE,3,3,TRUE,10,TRUE,20,80,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,155
Enemy_Zonau_Golem_Middle,Captain Construct II,,200,Captain Construct II,0,-,-,Captain Construct III,2600,20,10,-,-,-,TRUE,3,3,TRUE,10,TRUE,20,200,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,156
Enemy_Zonau_Golem_Senior,Captain Construct III,,380,Captain Construct III,20,10,400,Captain Construct IV,4800,40,20,-,-,-,TRUE,3,3,TRUE,10,TRUE,20,380,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,157
Enemy_Zonau_Golem_Dark,Captain Construct IV,,"1,200",Captain Construct IV,40,10,800,-,-,48,24,-,-,-,TRUE,3,3,TRUE,10,TRUE,20,1200,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,TRUE,-,-,2,TRUE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,158
Enemy_CDungeon_Practice,Training Construct,,80,Training Construct,0,-,-,-,-,0,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,0,0,0,0,0,FALSE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:03,FALSE,-,-,2,TRUE,FALSE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,159
Enemy_Zonau_BlockMaster_Junior_Beginning,Flux Construct I (Great Sky Island),,200,Flux Construct I (Great Sky Island),0,-,-,-,-,20,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:03,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,160
Enemy_Zonau_BlockMaster_Junior,Flux Construct I,,360,Flux Construct I,15,10,300,-,-,20,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:03,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,160
Enemy_Zonau_BlockMaster_Middle,Flux Construct II,,720,Flux Construct II,25,10,500,-,-,40,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:03,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,161
Enemy_Zonau_BlockMaster_Senior,Flux Construct III,,"1,080",Flux Construct III,35,10,700,-,-,55,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:03,FALSE,-,-,0,FALSE,FALSE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,162
Enemy_Assassin_Junior,Yiga Footsoldier,,72,Yiga Footsoldier,0,-,-,-,-,10,-,-,-,-,TRUE,10,5,TRUE,10,TRUE,20,72,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,163
Enemy_Assassin_Shooter_Junior,Yiga Footsoldier,,64,Yiga Footsoldier,0,-,-,-,-,10,-,-,-,-,TRUE,10,5,TRUE,10,TRUE,20,64,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,163
Enemy_Assassin_Junior_GateKeeper,Yiga Footsoldier (Yiga Hideouts),,72,Yiga Footsoldier (Yiga Hideouts),0,-,-,-,-,10,-,-,-,-,TRUE,10,5,TRUE,10,TRUE,20,72,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:02,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,163
Enemy_Assassin_Junior_Rider,Yiga Footsoldier (Depths Yiga Hideouts),,1,Yiga Footsoldier (Depths Yiga Hideouts),0,-,-,-,-,10,-,-,-,-,TRUE,1,0,TRUE,1,TRUE,1,1,1,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,163
Enemy_Assassin_Junior_Shooter_Subordinates,Yiga Footsoldier (Master Kohga Battle),,1,Yiga Footsoldier (Master Kohga Battle),0,-,-,-,-,10,-,-,-,-,TRUE,1,0,TRUE,1,TRUE,1,1,1,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,163
Enemy_Assassin_Middle,Yiga Blademaster,,400,Yiga Blademaster,15,10,300,-,-,40,33,10,-,-,TRUE,10,5,TRUE,10,TRUE,20,400,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:01,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,164
Enemy_Assassin_Middle_Gatekeeper,Yiga Blademaster (Yiga Hideouts),,400,Yiga Blademaster (Yiga Hideouts),15,10,300,-,-,40,33,10,-,-,TRUE,10,5,TRUE,10,TRUE,20,400,60,0,0,0,TRUE,TRUE,FALSE,Head,TRUE,FALSE,1,2,1,1,TRUE,00:02,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,164
Enemy_Assassin_Senior,Master Kohga,,"600 - 1,200",Master Kohga,0,-,-,-,-,1,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:01,FALSE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,600,900,"1,200",165
Enemy_Kohga_GolemRider,Master Kohga (Ultimate Weapon),,"2,200",Master Kohga (Ultimate Weapon),0,-,-,-,-,1,-,-,-,-,FALSE,0,0,FALSE,10,FALSE,0,120,60,0,0,0,FALSE,TRUE,FALSE,Head,FALSE,FALSE,1,2,0.2,1,TRUE,00:01,FALSE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,165
Enemy_Kohga_Golem,Master Kohga's Ultimate Weapon,,-,Master Kohga's Ultimate Weapon,0,-,-,-,-,41,32,3,-,-,TRUE,0,0,TRUE,0,TRUE,0,0,0,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,1,1,1,TRUE,00:03,FALSE,-,-,2,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,165
Enemy_Golem_Little,Stone Pebblit,,20,Stone Pebblit,0,-,-,-,-,12,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,20,20,0,0,0,TRUE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,10,FALSE,00:01,TRUE,-,-,1,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,166
Enemy_Golem_Little_Fire,Igneo Pebblit,,20,Igneo Pebblit,0,-,-,-,-,16,-,-,-,Fire,FALSE,0,0,FALSE,0,FALSE,0,20,20,0,0,0,TRUE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,10,FALSE,-,TRUE,-,-,2,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,167
Enemy_Golem_Little_Ice,Frost Pebblit,,20,Frost Pebblit,0,-,-,-,-,12,-,-,-,Ice,FALSE,0,0,FALSE,0,FALSE,0,20,20,0,0,0,TRUE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,10,FALSE,-,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,168
Enemy_Golem_Junior,Stone Talus,,380,Stone Talus,15,10,300,-,-,24,2,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,130,70,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,FALSE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,169
Enemy_Golem_Middle,Stone Talus (Luminous),,620,Stone Talus (Luminous),25,10,,-,-,48,2,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,130,70,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,FALSE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,170
Enemy_Golem_Senior,Stone Talus (Rare),,"1,080",Stone Talus (Rare),30,10,,-,-,60,2,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,130,70,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,FALSE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,171
Enemy_Golem_Fort_A,Battle Talus,,380,Battle Talus,20,10,400,-,-,24,2,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,130,70,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,FALSE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,FALSE,-,-,-,-,-,-,-,-,-,-,-,-,-,172
Enemy_Golem_Fire,Igneo Talus,,"1,000",Igneo Talus,35,10,700,-,-,60,2,-,-,Fire,FALSE,0,0,FALSE,0,FALSE,0,130,70,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,FALSE,00:03,TRUE,-,-,2,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,173
Enemy_Golem_Ice,Frost Talus,,"1,000",Frost Talus,35,10,700,-,-,60,2,-,-,Ice,FALSE,0,0,FALSE,0,FALSE,0,130,70,0,0,0,FALSE,FALSE,FALSE,-,FALSE,TRUE,1,2,1,1,FALSE,00:03,TRUE,-,-,0,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,174
Enemy_Giant_Junior,Hinox,,600,Hinox,15,10,300,-,-,30,24,-,-,-,FALSE,0,0,FALSE,0,TRUE,10,120,60,0,0,0,FALSE,TRUE,TRUE,Eyeball,FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,175
Enemy_Giant_Middle,Blue Hinox,,800,Blue Hinox,25,10,500,-,-,60,48,-,-,-,FALSE,0,0,FALSE,0,TRUE,10,120,60,0,0,0,FALSE,TRUE,TRUE,Eyeball,FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,176
Enemy_Giant_Senior,Black Hinox,,"1,000",Black Hinox,35,10,700,-,-,75,60,-,-,-,FALSE,0,0,FALSE,0,TRUE,10,120,60,0,0,0,FALSE,TRUE,TRUE,Eyeball,FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,177
Enemy_Giant_Bone,Stalnox,,"1,000",Stalnox,25,10,500,-,-,90,72,-,-,-,FALSE,0,0,FALSE,0,TRUE,10,120,60,0,0,0,FALSE,TRUE,TRUE,Eyeball,FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,178
Enemy_Giant_Bone_Eye,Stalnox Eye,,"1,000",Stalnox Eye,0,-,-,-,-,-,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,100,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,TRUE,TRUE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,178
Enemy_Sandworm,Molduga,,"1,500",Molduga,50,10,"1,000",-,-,60,-,-,-,-,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,FALSE,FALSE,-,FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,0,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,179
Enemy_Drake_Fire,Flame Gleeok,,"8,000",Flame Gleeok,150,10,"3,000",-,-,50,80,45,44,Fire,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,TRUE,"Chin_1, Chin_1_L, Chin_1_R",FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,180
Enemy_Drake_Ice,Frost Gleeok,,"8,000",Frost Gleeok,150,10,"3,000",-,-,50,60,48,28,Ice,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,TRUE,"Chin_1, Chin_1_L, Chin_1_R",FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,181
Enemy_Drake_Electric,Thunder Gleeok,,"8,000",Thunder Gleeok,150,10,"3,000",-,-,50,40 - 42,38,30,Electric,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,TRUE,"Chin_1, Chin_1_L, Chin_1_R",FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,FALSE,FALSE,FALSE,TRUE,-,-,-,-,-,-,-,-,-,-,-,-,-,182
Enemy_Drake_Mix,King Gleeok,,"12,000",King Gleeok,180,10,"3,600",-,-,50,80,60,28 - 48,Fire / Ice / Electric,FALSE,0,0,FALSE,0,FALSE,0,120,60,0,0,0,FALSE,TRUE,TRUE,"Chin_1, Chin_1_L, Chin_1_R",FALSE,FALSE,1,2,1,1,TRUE,00:01,TRUE,-,-,1,FALSE,TRUE,FALSE,TRUE,-,-,-,-,-,1.4,1.4,1.4,1.4,1.4,-,-,-,183
