ActorName,Name,Type,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
BigTree,Ancient Tree Stump,Location,Ancient Tree Stump,-1111.9902,-415.22052,63.37401,-1120.1992,-386.68478,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FironeForestEntrance,Faron Woods,Location,Faron Woods,413.52988,-3030.3894,-38.981186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyrulePark,Hyrule Forest Park,Location,Hyrule Forest Park,192.41907,937.7456,-0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeathMountain_Entrance,Maw of Death Mountain,Location,Maw of Death Mountain,2390.9136,1316.3468,40.62503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GerudoCanyon_Entrance,Gerudo Canyon Pass,Location,Gerudo Canyon Pass,-1665,-2028,-25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kakariko_EastHill,East Hill,Location,East Hill,1867.9307,-804.0288,61.18553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlindForest,Thyphlo Ruins,Location,Thyphlo Ruins,327.00436,3079.971,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cohorint,Eventide Island,Location,Eventide Island,4586.1587,-3629.8577,34.92606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EastDam,East Reservoir Lake,Location,East Reservoir Lake,3667.748,179.84644,218.82303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GerudoDesert_Entrance,Gerudo Desert Gateway,Location,Gerudo Desert Gateway,-2924.1182,-2329.39,32.91763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GutinizaPlainTomb,Guchini Plain Barrows,Location,Guchini Plain Barrows,1004.24384,-3456.9558,-91.060242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyruleLabo,Royal Ancient Lab Ruins,Location,Royal Ancient Lab Ruins,-1249.5009,1023.3812,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightningPlateau,Thundra Plateau,Location,Thundra Plateau,-2265.8643,921.8176,-105.5,-2268.5188,955.52637,127.03212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrdinFossil,Eldin Great Skeleton,Location,Eldin Great Skeleton,1502.24,3762.9666,103.53925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SouthGerudoRuinsCamp,Southern Oasis Training Area,Location,Southern Oasis Training Area,-3647.4285,-3668.182,15.829506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TabantaCrater,Gisa Crater,Location,Gisa Crater,-3930.9382,1067.8035,92.79855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zora_Belvedere,Mipha Court,Location,Mipha Court,3837.922,566.45776,490.63696,3830.8115,547.3777,485.474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AdeyaLake,Deya Lake,Location,Deya Lake,365.77982,-1882.565,-105.5,496.1175,-2285.5107,-105.5,455.00003,-1999.5756,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
AgunaiLake,Darunia Lake,Location,Darunia Lake,1405.3325,2841.8623,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AmonenePlateau,Ralis Pond,Location,Ralis Pond,2926.604,263.8579,-105.5,2931.0889,231.76123,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnoleLake,Gorko Lake,Location,Gorko Lake,2097.2947,2150.3538,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AraisoBeach,Aris Beach,Location,Aris Beach,1936.0973,-3878.8467,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BanmezaLake,Harker Lake,Location,Harker Lake,904.4924,-2873.2678,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BigalLake,Medingo Pool,Location,Medingo Pool,2212.7102,1773.6628,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BokoboLake,Gero Pond,Location,Gero Pond,2427.5232,1728.584,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BoraraCape,Tarm Point,Location,Tarm Point,4480.136,-897.2372,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BottuBay,Spool Bight,Location,Spool Bight,4403.177,192.52295,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuidaLake,Rassla Lake,Location,Rassla Lake,1854.7019,-3679.6672,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChagaraMt,Gogobi Shores,Location,Gogobi Shores,3194.0957,-3559.9326,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChuonoPond,Zelkoa Pond,Location,Zelkoa Pond,3493.344,-1964.7734,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DarinoPond,Nirvata Lake,Location,Nirvata Lake,3208.8003,-1698.877,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DokuroPond,Skull Lake,Location,Skull Lake,3313.5579,3498.7183,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DonLake,Lulu Lake,Location,Lulu Lake,3709.504,587.6111,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ElegLake,Nabi Lake,Location,Nabi Lake,1098.4723,-1162.9218,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EnRiver,Menoat River,Location,Menoat River,-15.196289,-3251.9248,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FeoreRiver,Lake Mekar,Location,Lake Mekar,337.236,2749.984,-105.5,-224.73596,2056.397,-105.5,277.05142,1632.1807,-105.5,893.1265,2537.4187,-105.5,,,,,,,,,,,,,,,,,,,,,,,,
FlogPond,Hopper Pond,Location,Hopper Pond,-1191.4772,-1659.2834,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FloriaFalls,Floria Falls,Location,Floria Falls,1772.7584,-3256.4968,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FloriaRiver,Floria River,Location,Floria River,1277.0026,-3327.131,-105.5,869.362,-3143.61,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FuruboLake,Lake Intenoch,Location,Lake Intenoch,2598.2202,1719.2148,-105.5,2420.754,1421.7026,-105.5,2519.544,1516.6483,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
GaneLake,Purifier Lake,Location,Purifier Lake,3261.3813,-1314.1152,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GasemaDam,Rutala Dam,Location,Rutala Dam,3557.4536,-78.21869,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GasemaRiver,Rutala River,Location,Rutala River,3206.1938,-352.75214,-105.5,2518.1003,-198.97699,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GatakaraPond,Lake Kolomo,Location,Lake Kolomo,-487.485,-1163.0908,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GatinLake,Cephla Lake,Location,Cephla Lake,2750.7034,1480.5386,-105.5,2769.9443,989.49023,-105.5,2753.6794,1274.4198,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
GenLake,Lake Ferona,Location,Lake Ferona,2186.5237,1193.0283,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GeraRiver,Fir River,Location,Fir River,2821.5454,-1952.351,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GigiLake,Boné Pond,Location,Boné Pond,2083.9473,13.672485,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GiminoPond,Lake Sumac,Location,Lake Sumac,3721.6108,-1905.7122,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoyoLake,Bloodleaf Lake,Location,Bloodleaf Lake,4268.1465,3017.4836,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HagoromoLake,Lantern Lake,Location,Lantern Lake,1710.6403,-948.33246,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HarayaLake,Haran Lake,Location,Haran Lake,376.62482,-3477.8857,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HashibiroLake,Strock Lake,Location,Strock Lake,-3383.4763,1233.7885,-105.5,-3248.7734,1436.4025,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HatenoBay,Kitano Bay,Location,Kitano Bay,3684.6482,-2503.4668,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HigakkareBeach,East Akkala Beach,Location,East Akkala Beach,4353.725,2400.4111,-105.5,4273.578,2072.3997,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HigashinoBay,Deepback Bay,Location,Deepback Bay,4283.439,-2355.3435,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HopeBridge,Bank of Wishes,Location,Bank of Wishes,2751.7227,87.14343,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyliaRiver,River of the Dead,Location,River of the Dead,-1227.8818,-1981.25,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyrule_Out,Hyrule Castle Moat,Location,Hyrule Castle Moat,-326.03992,650.64795,-105.5,-291.41528,1257.6892,-105.5,-3.6827393,1228.5322,-105.5,53.319427,762.68677,-105.5,-583.5325,947.4524,-105.5,-475.42493,1171.53,-105.5,-532.4271,756.79004,-105.5,51.35385,1028.0417,-105.5,,,,,,,,,,,,
IrimoLake,Goronbi Lake,Location,Goronbi Lake,1801.1567,1482.7943,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IrimoRiver,Goronbi River,Location,Goronbi River,1566.6991,1842.9304,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IsakiCape,Soka Point,Location,Soka Point,3800.0117,-3656.9583,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JiuRiver,Zora River,Location,Zora River,2657.7761,364.3933,-105.5,2112.2498,163.70892,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KakamoLake,Telta Lake,Location,Telta Lake,1714.2354,-764.18555,-105.5,1712.8828,-777.0475,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KarimikiLake,Camphor Pond,Location,Camphor Pond,3061.6787,-2042.0637,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KaturaRiver,Regencia River,Location,Regencia River,-1767.8926,-1222.1437,-105.5,-1557.5244,-921.486,-105.5,-1657.8899,-1121.0767,-105.5,-1293.3462,-434.82825,-105.5,-1863.418,-1399.3282,-105.5,-1365.7607,-681.3458,-105.5,-1455.1233,-177.52551,-105.5,-1243.6659,124.34314,-105.5,,,,,,,,,,,,
KauLake,Hebra Plunge,Location,Hebra Plunge,-2866.764,2008.3376,-105.5,-3072.1836,2134.8208,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazuryuLake,Dracozu Lake,Location,Dracozu Lake,928.17365,-2583.1191,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KazuryuRiver,Dracozu River,Location,Dracozu River,1023.65497,-2762.5396,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibakkaSnow,Hebra Headspring,Location,Hebra Headspring,-2830.4207,2415.83,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KibinaLake,Herin Lake,Location,Herin Lake,1017.2119,-3512.1016,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitakkareBeach,North Akkala Beach,Location,North Akkala Beach,4717.2964,2923.5142,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KitanoBay,Hateno Bay,Location,Hateno Bay,4021.11,-2422.6846,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KoganeyaLake,Keya Pond,Location,Keya Pond,2995.0415,-2916.2478,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KokuwaLake,Ash Swamp,Location,Ash Swamp,1977.8481,-1842.4929,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KondanaLake,Darb Pond,Location,Darb Pond,2336.4668,2042.6836,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KuhanLake,Hanu Pond,Location,Hanu Pond,2787.8066,-2730.7444,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KunaiLake,Aquame Lake,Location,Aquame Lake,-1304.1285,-1095.3358,-105.5,-993.44324,-1163.1805,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KutenLake,Uten Marsh,Location,Uten Marsh,2700.9373,-2944.8423,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LakeFloria,Lake Floria,Location,Lake Floria,1737.8597,-3532.0127,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LakeHylia,Lake Hylia,Location,Lake Hylia,-255.5434,-2430.4255,-105.5,17.375702,-2262.132,-105.5,261.76752,-2712.565,-105.5,146.22937,-2481.1104,-105.5,-431.0963,-2302.1946,-105.5,-312.90015,-2781.2449,-105.5,,,,,,,,,,,,,,,,,,
LanayruBay,Lanayru Bay,Location,Lanayru Bay,3449.1982,-752.7706,-105.5,3813.8928,-612.9576,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ManbaLake,Goro Cove,Location,Goro Cove,1864.9131,2453.815,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_FironeSea,Faron Sea,Location,Faron Sea,-51.15857,-3986.3625,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_HateruSea,Necluda Sea,Location,Necluda Sea,4141.2075,-2845.0447,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_HyliaLake,Lake Hylia,Location,Lake Hylia,-149.24744,-2521.087,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_LanayruSea,Lanayru Sea,Location,Lanayru Sea,4674.5444,196.79657,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_LanayruWaterSources,Lanayru Great Spring,Location,Lanayru Great Spring,3568.6436,-108.86597,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_TamulSea,Akkala Sea,Location,Akkala Sea,4811.545,3428.552,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MenadaBeach,Afromsia Coast,Location,Afromsia Coast,4603.3115,-1830.0884,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MihekoBay,Malin Bay,Location,Malin Bay,4405.705,1900.773,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinakkareFalls,Akkala Falls,Location,Akkala Falls,3732.2344,1171.4526,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinakkareLake,South Lake Akkala,Location,South Lake Akkala,3586.3398,1126.5767,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinaminoBay,Loshlo Harbor,Location,Loshlo Harbor,3480.9062,-2879.9397,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MoroLake,Mikau Lake,Location,Mikau Lake,3548.668,563.77637,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NangoPond,Zelo Pond,Location,Zelo Pond,1646.4128,511.10638,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NiiLake,Cora Lake,Location,Cora Lake,-48.05896,-3056.3643,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NutsLake,Lake Saria,Location,Lake Saria,64.06232,1883.1592,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OkuwaLake,Lake Siela,Location,Lake Siela,2129.8086,-1451.4823,-105.5,1627.2805,-1383.4065,-104.1552124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OshoromaLake,Ruto Lake,Location,Ruto Lake,3171.1523,162.50677,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PafaBeach,Puffer Beach,Location,Puffer Beach,231.50653,-3897.292,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaiyuBay,Horon Lagoon,Location,Horon Lagoon,4234.2026,-314.3643,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PstaLake,Mido Swamp,Location,Mido Swamp,812.01465,2353.9492,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PukuntoMt,Bottomless Pond,Location,Bottomless Pond,509.91846,-581.55493,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PupukoreFalls,Veiled Falls,Location,Veiled Falls,3082.758,455.61804,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaruLake,Calora Lake,Location,Calora Lake,2019.8923,-3215.872,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiritotoLake,Lake Totori,Location,Lake Totori,-3753.8667,1745.084,-105.5,-3444.8818,1724.9788,-105.5,-3607.6758,1941.1006,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
RodaiLake,Rodai Lake,Location,Rodai Lake,1864.0039,-3129.849,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RogyLake,Lake Jarrah,Location,Lake Jarrah,2967.4458,-2223.7002,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RonronRiver,Hylia River,Location,Hylia River,783.3584,127.94531,-105.5,486.45242,-1090.9208,-105.5,337.73953,656.6373,-105.5,819.09955,-412.65115,-105.5,125.79364,-1755.1829,-105.5,,,,,,,,,,,,,,,,,,,,,
RoshiganLake,South Nabi Lake,Location,South Nabi Lake,870.3967,-1604.0012,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RosomaLake,Toto Lake,Location,Toto Lake,3478.03,889.8486,409.6305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RutesLake,Corta Lake,Location,Corta Lake,1685.5896,-3089.0378,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SanrosaLake,Pico Pond,Location,Pico Pond,1201.6989,1144.2507,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShitanoPond,Firly Pond,Location,Firly Pond,3266.479,-2232.8833,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SouthGerudoRuins,Southern Oasis,Location,Southern Oasis,-3721.7266,-3581.0767,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SusonoLake,Rutile Lake,Location,Rutile Lake,-2531.6458,-633.1318,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SusonoPond,Lake Illumeni,Location,Lake Illumeni,-3536.961,-149.46045,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SusonoRiver,Tamio River,Location,Tamio River,-2465.394,-200.18527,-105.5,-2350.7256,-84.72537,-105.5,-2935.318,-546.8506,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
SwanLake,Hebra Falls,Location,Hebra Falls,-2756.67,2328.2097,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TamaLake,Tama Pond,Location,Tama Pond,-2963.5115,1897.9802,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TatsubaLake,Batrea Lake,Location,Batrea Lake,562.98334,-1233.8383,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TohikiLake,Koto Pond,Location,Koto Pond,2397.3071,-2533.541,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotenLake,Oakle's Navel,Location,Oakle's Navel,2473.8613,-2085.7803,-105.5,2483.4697,-2059.794,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TryCape,Shatterback Point,Location,Shatterback Point,3757.118,397,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TurasuLake,Lake of the Horse God,Location,Lake of the Horse God,635.19073,-3635.1138,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UkkoPond,Lake Kilsie,Location,Lake Kilsie,-3927.746,2544.069,-105.5,-3903.2441,2757.8367,-105.5,-4099.687,2370.2788,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
UraitoLake,Riola Spring,Location,Riola Spring,1789.1,-2942.5522,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UrokoCape,Cape Cales,Location,Cape Cales,3544.8135,-3261.2712,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WabiLake,Lake Akkala,Location,Lake Akkala,3924.2898,1496.9026,-105.5,3939.0696,1757.6511,-105.5,3709.521,1286.9932,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
YamabiLake,Yambi Lake,Location,Yambi Lake,2475.1802,-3583.5164,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YamariRiver,Squabble River,Location,Squabble River,496.78476,-1533.9364,-105.5,2397.9749,-1887.8186,-105.5,917.0587,-1784.0917,-105.5,2129.2234,-2246.6802,-105.5,,,,,,,,,,,,,,,,,,,,,,,,
YarimoRiver,Golow River,Location,Golow River,1486.099,2549.5781,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZaridoLake,Lake Darman,Location,Lake Darman,2005.7406,3031.6663,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AncientLabo,Akkala Ancient Tech Lab,Location,Akkala Ancient Tech Lab,4522.0146,3166.6328,198.7327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EagleBridge,Kolami Bridge,Location,Kolami Bridge,-3117.187,1287.5734,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EastShrine,Eastern Abbey,Location,Eastern Abbey,-530.6277,-1959.6763,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyruleEastTown,East Castle Town,Location,East Castle Town,-14.095215,457.56494,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HyruleWestTown,West Castle Town,Location,West Castle Town,-514.2282,450,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KingValley,Forgotten Temple,Location,Forgotten Temple,-1578.4408,2106.54,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasazuRock,Quarry Ruins,Location,Quarry Ruins,-726.199,413.94202,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PeridoBarrier,Champion's Gate,Location,Champion's Gate,-2042.2573,-3194.0706,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RonronFarm,Ranch Ruins,Location,Ranch Ruins,108.12793,-275.6665,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestGerudoRuins,West Gerudo Ruins,Location,West Gerudo Ruins,-4468.5576,-2296.87,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZoraBridge,Great Zora Bridge,Location,Great Zora Bridge,3233.1833,314.30225,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akkare_OctaPond,Octorok Lake,Location,Octorok Lake,4069.0063,2460.2385,31.82935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AnoleTunnel,Gorko Tunnel,Location,Gorko Tunnel,2007.9613,2013.301,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DeathCaldera,Death Caldera,Location,Death Caldera,2563.403,2971.021,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoronSpa,Goron Hot Springs,Location,Goron Hot Springs,1775.9618,2255.6782,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BarakkiPlain,Dalite Forest,Location,Dalite Forest,-2051.041,-1138.946,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BiginaTrees,Ginner Woods,Location,Ginner Woods,3202.2024,-2083.38,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BonrasForest,Bronas Forest,Location,Bronas Forest,1477.9392,-3254.4382,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BuibuiTrees,Bubinga Forest,Location,Bubinga Forest,2085.3906,-2094.244,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DamzelForest,Damel Forest,Location,Damel Forest,832.0786,-2700.0796,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ExpaTrees,Retsam Forest,Location,Retsam Forest,3853.0227,-2011.5885,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FairyForest,Forest of Spirits,Location,Forest of Spirits,-962.7612,-1705.2804,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FinrasForest,Finra Woods,Location,Finra Woods,423.3096,-2952.6252,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GibogaHill,Rok Woods,Location,Rok Woods,3352.4658,3089.0872,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KiyanbaTrees,Minshi Woods,Location,Minshi Woods,1015.7352,1770.9055,-105.5,1081.771,1503.86,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MapArea_HyruleForest,Great Hyrule Forest,Location,Great Hyrule Forest,363.82925,2545.783,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiddleTrees,Midla Woods,Location,Midla Woods,3100.8196,-2163.6345,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NezuppoTrees,Pappetto Grove,Location,Pappetto Grove,-339.3401,-3567.0925,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OngiForest,Applean Forest,Location,Applean Forest,552.6283,288.83276,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiaroTrees,Hickaly Woods,Location,Hickaly Woods,1951.004,-2441.7815,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RiberaForest,Ebara Forest,Location,Ebara Forest,1885.2363,-3326.098,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SarjonForest,Sarjon Woods,Location,Sarjon Woods,1131.6309,-3279.0986,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShinikkyoForest,Giant's Forest,Location,Giant's Forest,-1184.64,-114.00159,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SugrantForest,Pagos Woods,Location,Pagos Woods,689.8911,-3058.266,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TagonaTrees,Tabahl Woods,Location,Tabahl Woods,2572.5447,176.81873,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
