Shop ActorName,NPC ActorName,Shop Name,NPC Name,Location,Required Quest,Currency,Object Map Link,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock,Item,Price,Stock
-,Npc_Road_015_Road_Hateno,Chumin,Chumin,Hateno Village,-,Rupees,Chumin,Mighty Porgy,40,5,Armored Porgy,40,5,Razorclaw Crab,32,3,Ironshell Crab,32,3,Hateno Cheese,20,3,Brightbloom Seed,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Road_015_Road,Chumin,Chumin,Mapla Point Cave,-,Rupees,Chumin,Mighty Porgy,40,5,Armored Porgy,40,5,Razorclaw Crab,32,3,Ironshell Crab,32,3,Hateno Cheese,20,3,Brightbloom Seed,8,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_HorseBuyer_03,Parga,Parga,Wandering Central Hyrule Field,-,Rupees,Parga,Fresh Milk,12,5,Goat Butter,12,5,Hateno Cheese,20,5,Bird Egg,12,3,Swift Carrot,16,5,Hylian Tomato,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_HorseBuyer_02,Cormus,Cormus,Wandering East Hyrule Field,-,Rupees,Cormus,Arrow x 5,20,2,Hylian Tomato,16,5,Spicy Pepper,12,5,Hylian Rice,12,5,Raw Meat,32,5,Rock Salt,12,5,Oil Jar,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Attacked_009_Road,Meghyn,Meghyn,Wandering between Lucky Clover Gazette and Tabantha Great Bridge,-,Rupees,Meghyn,Hylian Shroom,12,5,Rushroom,12,5,Razorshroom,20,5,Ironshroom,20,5,Brightcap,16,5,Chillshroom,16,5,Stamella Shroom,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_HorseBuyer,Zyle,Zyle,Wandering between New Serenne Stable and Snowfield Stable,-,Rupees,Zyle,Arrow x 5,20,2,Hylian Tomato,16,5,Hateno Cheese,20,3,Spicy Pepper,12,5,Raw Meat,32,5,Raw Prime Meat,60,3,Staminoka Bass,72,5,Razorshroom,20,5,Oil Jar,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Road_046,Basel,Basel,Wandering between Jeddo Bridge and Dalite Forest,-,Rupees,Basel,Arrow x 5,20,2,Hylian Tomato,16,5,Hylian Rice,12,5,Restless Cricket,10,3,Raw Meat,32,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_HorseBuyer_04,Doritt,Doritt,Wandering between Outpost Ruins and Dueling Peaks,-,Rupees,Doritt,Hylian Shroom,12,5,Stamella Shroom,20,5,Silent Shroom,12,5,Rushroom,12,5,Brightcap,16,5,Ironshroom,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_HorseBuyer_01,Nembis,Nembis,Wandering between Kakariko Village and Wetland Stable,-,Rupees,Nembis,Hylian Rice,12,5,Fresh Milk,12,5,Hateno Cheese,20,3,Hyrule Bass,24,3,Hearty Salmon,80,3,Chuchu Jelly,8,5,Spicy Pepper,12,5,Fireproof Lizard,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_HorseBuyer_01_01,Nembis,Nembis,Wandering Between Kakariko Village and Wetland Stable,-,Rupees,Nembis,Hylian Rice,12,5,Fresh Milk,12,5,Hateno Cheese,20,3,Hyrule Bass,24,3,Hearty Salmon,80,3,Chuchu Jelly,8,5,Spicy Pepper,12,5,Fireproof Lizard,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_RoadShop_01,Deenya,Deenya,Wandering between Woodland Stable and Foothill Stable,-,Rupees,Deenya,Arrow x 5,20,5,Arrow x 10,35,5,Splash Fruit,10,5,Bird Egg,12,5,Restless Cricket,10,5,Stambulb,16,5,Sticky Frog,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Road_031,Maypin,Maypin,Wandering between South Akkala Stable and East Akkala Stable,-,Rupees,Maypin,Arrow x 5,20,3,Arrow x 10,35,3,Apple,12,5,Golden Apple,32,5,Swift Carrot,16,5,Goron Spice,16,5,Fortified Pumpkin,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_Lanayru004,Eryck,Eryck,Wandering between Highland Stable and Faron Woods,-,Rupees,Eryck,Sunset Firefly,10,5,Hylian Tomato,16,5,Hateno Cheese,20,3,Mighty Bananas,20,5,Sticky Frog,40,3,Tireless Frog,100,2,Energetic Rhino Beetle,150,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_00,Beedle,Beedle,New Serenne Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Fire Fruit,12,4,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_00,Beedle,Beedle,New Serenne Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_01,Beedle,Beedle,Wetland Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Splash Fruit,10,4,Hot-Footed Frog,10,3,Smotherwing Butterfly,10,3,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_01,Beedle,Beedle,Wetland Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_02,Beedle,Beedle,Riverside Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,2,Hylian Rice,12,5,Thunderwing Butterfly,10,3,Electric Darner,10,3,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_02,Beedle,Beedle,Riverside Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_03,Beedle,Beedle,Outskirt Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,2,Hylian Tomato,16,5,Hot-Footed Frog,10,3,Restless Cricket,10,5,Hearty Lizard,100,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_03,Beedle,Beedle,Outskirt Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_04,Beedle,Beedle,Woodland Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,2,Brightbloom Seed,8,10,Cold Darner,10,3,Fireproof Lizard,25,3,Hearty Lizard,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_04,Beedle,Beedle,Woodland Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_05,Beedle,Beedle,Foothill Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Splash Fruit,10,4,Tireless Frog,100,5,Hearty Lizard,100,5,Thunderwing Butterfly,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_05,Beedle,Beedle,Foothill Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_07,Beedle,Beedle,Dueling Peaks Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,2,Brightbloom Seed,8,10,Restless Cricket,10,5,Hot-Footed Frog,10,3,Octo Balloon,20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_07,Beedle,Beedle,Dueling Peaks Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_08,Beedle,Beedle,Tabantha Bridge Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Fire Fruit,12,4,Summerwing Butterfly,10,3,Winterwing Butterfly,10,3,Thunderwing Butterfly,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_08,Beedle,Beedle,Tabantha Bridge Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_09,Beedle,Beedle,Highland Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Ice Fruit,12,4,Sunset Firefly,10,3,Hearty Lizard,100,1,Octo Balloon,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_09,Beedle,Beedle,Highland Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_10,Beedle,Beedle,Lakeside Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,2,Shock Fruit,12,4,Sticky Frog,40,2,Thunderwing Butterfly,10,3,Hightail Lizard,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_10,Beedle,Beedle,Lakeside Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_11,Beedle,Beedle,Snowfield Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Ice Fruit,12,4,Summerwing Butterfly,10,3,Warm Darner,10,3,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_11,Beedle,Beedle,Snowfield Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_12,Beedle,Beedle,South Akkala Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,2,Brightbloom Seed,8,10,Sticky Lizard,32,2,Hightail Lizard,10,3,Fireproof Lizard,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_12,Beedle,Beedle,South Akkala Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_13,Beedle,Beedle,East Akkala Stable,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Brightbloom Seed,8,10,Sticky Frog,40,3,Swift Carrot,16,4,Smotherwing Butterfly,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_13,Beedle,Beedle,East Akkala Stable,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_14,Beedle,Beedle,Kara Kara Bazaar,-,Rupees,Beedle,Arrow,6,20,Arrow x 5,30,1,Shock Fruit,12,4,Summerwing Butterfly,10,5,Cold Darner,10,5,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-,Npc_TripMaster_14,Beedle,Beedle,Kara Kara Bazaar,-,Rupees,Beedle,Small Wheel,0,10,Arrow,6,20,Arrow x 5,30,1,Warm Darner,10,4,Sunset Firefly,10,4,Tireless Frog,100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BatteryExchangeShop_01,Npc_Zonau_Golem_Servant_BaseCamp_01,Crystal Refinery,Steward Construct,Lookout Landing,-,Crystallized Charges,Crystal Refinery,Fan,3,10,Wing,3,10,Cart,3,10,Balloon,3,10,Rocket,3,10,Time Bomb,3,10,Portable Pot,3,10,Flame Emitter,3,10,Frost Emitter,3,10,Shock Emitter,3,10,Beam Emitter,3,10,Hydrant,3,10,Steering Stick,3,10,Big Wheel,3,10,Small Wheel,3,10,Sled,3,10,Battery,3,10,Spring,3,10,Cannon,3,10,Stabilizer,3,10,Hover Stone,3,10,Light,3,10,Stake,3,10,Mirror,3,10,Homing Cart,3,10,Construct Head,3,10,Big Battery,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BatteryExchangeShop_00,Npc_Zonau_Golem_Servant_FirstIsland_22,Crystal Refinery,Steward Construct,Great Sky Island,-,Crystallized Charges,Crystal Refinery,Fan,3,10,Wing,3,10,Cart,3,10,Balloon,3,10,Rocket,3,10,Time Bomb,3,10,Portable Pot,3,10,Flame Emitter,3,10,Frost Emitter,3,10,Shock Emitter,3,10,Beam Emitter,3,10,Hydrant,3,10,Steering Stick,3,10,Big Wheel,3,10,Small Wheel,3,10,Sled,3,10,Battery,3,10,Spring,3,10,Cannon,3,10,Stabilizer,3,10,Hover Stone,3,10,Light,3,10,Stake,3,10,Mirror,3,10,Homing Cart,3,10,Construct Head,3,10,Big Battery,30,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_00,Npc_Zonau_Golem_Servant_FirstIsland_21,Forge Construct,Forge Construct,Great Sky Island (Mining Cave),-,Zonaite,Forge Construct,Zonai Charge,2,5,Crystallized Charge,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmeltShopGolem_10,Npc_Zonau_Golem_Servant_Minus0026,Forge Construct,Forge Construct,Great Abandoned Central Mine,-,Zonaite,Forge Construct,Zonai Charge,2,15,Large Zonai Charge,1,5,Crystallized Charge,3,30,Large Crystallized Charge,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
